Book,Chapter,Verse,Hebrew Text - Vocalized,Hebrew Text
Ezra,10,7,וַיַּעֲבִ֨ירוּ ק֜וֹל בִּיהוּדָ֣ה וִירֽוּשָׁלִַ֗ם לְכֹל֙ בְּנֵ֣י הַגּוֹלָ֔ה לְהִקָּבֵ֖ץ יְרוּשָׁלָֽ͏ִם,ויעבירו קול ביהודה וירושלם לכל בני הגולה להקבץ ירושל͏ם
Ezra,10,8,וְכֹל֩ אֲשֶׁ֨ר לֹֽא־יָב֜וֹא לִשְׁלֹ֣שֶׁת הַיָּמִ֗ים כַּעֲצַ֤ת הַשָּׂרִים֙ וְהַזְּקֵנִ֔ים יָחֳרַ֖ם כָּל־רְכוּשׁ֑וֹ וְה֥וּא יִבָּדֵ֖ל מִקְּהַ֥ל הַגּוֹלָֽה,וכל אשר לא־יבוא לשלשת הימים כעצת השרים והזקנים יחרם כל־רכושו והוא יבדל מקהל הגולה
Ezra,10,9,וַיִּקָּבְצ֣וּ כָל־אַנְשֵֽׁי־יְהוּדָה֩ וּבִנְיָמִ֨ן ׀ יְרוּשָׁלִַ֜ם לִשְׁלֹ֣שֶׁת הַיָּמִ֗ים ה֛וּא חֹ֥דֶשׁ הַתְּשִׁיעִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ וַיֵּשְׁב֣וּ כָל־הָעָ֗ם בִּרְחוֹב֙ בֵּ֣ית הָאֱלֹהִ֔ים מַרְעִידִ֥ים עַל־הַדָּבָ֖ר וּמֵהַגְּשָׁמִֽים,ויקבצו כל־אנשי־יהודה ובנימן ירושלם לשלשת הימים הוא חדש התשיעי בעשרים בחדש וישבו כל־העם ברחוב בית האלהים מרעידים על־הדבר ומהגשמים
Ezra,10,10,וַיָּ֨קָם עֶזְרָ֤א הַכֹּהֵן֙ וַיֹּ֣אמֶר אֲלֵהֶ֔ם אַתֶּ֣ם מְעַלְתֶּ֔ם וַתֹּשִׁ֖יבוּ נָשִׁ֣ים נָכְרִיּ֑וֹת לְהוֹסִ֖יף עַל־אַשְׁמַ֥ת יִשְׂרָאֵֽל,ויקם עזרא הכהן ויאמר אלהם אתם מעלתם ותשיבו נשים נכריות להוסיף על־אשמת ישראל
Ezra,10,11,וְעַתָּ֗ה תְּנ֥וּ תוֹדָ֛ה לַיהוָ֥ה אֱלֹהֵֽי־אֲבֹתֵיכֶ֖ם וַעֲשׂ֣וּ רְצוֹנ֑וֹ וְהִבָּֽדְלוּ֙ מֵעַמֵּ֣י הָאָ֔רֶץ וּמִן־הַנָּשִׁ֖ים הַנָּכְרִיּֽוֹת,ועתה תנו תודה ליהוה אלהי־אבתיכם ועשו רצונו והבדלו מעמי הארץ ומן־הנשים הנכריות
Ezra,10,12,וַיַּֽעְנ֧וּ כָֽל־הַקָּהָ֛ל וַיֹּאמְר֖וּ ק֣וֹל גָּד֑וֹל כֵּ֛ן (כדבריך) כִּדְבָרְךָ֥ עָלֵ֖ינוּ לַעֲשֽׂוֹת,ויענו כל־הקהל ויאמרו קול גדול כן (כדבריך) כדברך עלינו לעשות
Ezra,10,13,אֲבָ֞ל הָעָ֥ם רָב֙ וְהָעֵ֣ת גְּשָׁמִ֔ים וְאֵ֥ין כֹּ֖חַ לַעֲמ֣וֹד בַּח֑וּץ וְהַמְּלָאכָ֗ה לֹֽא־לְי֤וֹם אֶחָד֙ וְלֹ֣א לִשְׁנַ֔יִם כִּֽי־הִרְבִּ֥ינוּ לִפְשֹׁ֖עַ בַּדָּבָ֥ר הַזֶּֽה,אבל העם רב והעת גשמים ואין כח לעמוד בחוץ והמלאכה לא־ליום אחד ולא לשנים כי־הרבינו לפשע בדבר הזה
Ezra,10,14,יַֽעֲמְדוּ־נָ֣א שָׂ֠רֵינוּ לְֽכָל־הַקָּהָ֞ל וְכֹ֣ל ׀ אֲשֶׁ֣ר בֶּעָרֵ֗ינוּ הַהֹשִׁ֞יב נָשִׁ֤ים נָכְרִיּוֹת֙ יָבֹא֙ לְעִתִּ֣ים מְזֻמָּנִ֔ים וְעִמָּהֶ֛ם זִקְנֵי־עִ֥יר וָעִ֖יר וְשֹׁפְטֶ֑יהָ עַ֠ד לְהָשִׁ֞יב חֲר֤וֹן אַף־אֱלֹהֵ֙ינוּ֙ מִמֶּ֔נּוּ עַ֖ד לַדָּבָ֥ר הַזֶּֽה,יעמדו־נא שרינו לכל־הקהל וכל אשר בערינו ההשיב נשים נכריות יבא לעתים מזמנים ועמהם זקני־עיר ועיר ושפטיה עד להשיב חרון אף־אלהינו ממנו עד לדבר הזה
Ezra,10,15,אַ֣ךְ יוֹנָתָ֧ן בֶּן־עֲשָׂהאֵ֛ל וְיַחְזְיָ֥ה בֶן־תִּקְוָ֖ה עָמְד֣וּ עַל־זֹ֑את וּמְשֻׁלָּ֛ם וְשַׁבְּתַ֥י הַלֵּוִ֖י עֲזָרֻֽם,אך יונתן בן־עשהאל ויחזיה בן־תקוה עמדו על־זאת ומשלם ושבתי הלוי עזרם
Ezra,10,16,וַיּֽ͏ַעֲשׂוּ־כֵן֮ בְּנֵ֣י הַגּוֹלָה֒ וַיִּבָּדְלוּ֩ עֶזְרָ֨א הַכֹּהֵ֜ן אֲנָשִׁ֨ים רָאשֵׁ֧י הָאָב֛וֹת לְבֵ֥ית אֲבֹתָ֖ם וְכֻלָּ֣ם בְּשֵׁמ֑וֹת וַיֵּשְׁב֗וּ בְּי֤וֹם אֶחָד֙ לַחֹ֣דֶשׁ הָעֲשִׂירִ֔י לְדַרְי֖וֹשׁ הַדָּבָֽר,וי͏עשו־כן בני הגולה ויבדלו עזרא הכהן אנשים ראשי האבות לבית אבתם וכלם בשמות וישבו ביום אחד לחדש העשירי לדריוש הדבר
Ezra,10,17,וַיְכַלּ֣וּ בַכֹּ֔ל אֲנָשִׁ֕ים הַהֹשִׁ֖יבוּ נָשִׁ֣ים נָכְרִיּ֑וֹת עַ֛ד י֥וֹם אֶחָ֖ד לַחֹ֥דֶשׁ הָרִאשֽׁוֹן,ויכלו בכל אנשים ההשיבו נשים נכריות עד יום אחד לחדש הראשון
Ezra,10,18,וַיִּמָּצֵא֙ מִבְּנֵ֣י הַכֹּהֲנִ֔ים אֲשֶׁ֥ר הֹשִׁ֖יבוּ נָשִׁ֣ים נָכְרִיּ֑וֹת מִבְּנֵ֨י יֵשׁ֤וּעַ בֶּן־יֽוֹצָדָק֙ וְאֶחָ֔יו מַֽעֲשֵׂיָה֙ וֽ͏ֶאֱלִיעֶ֔זֶר וְיָרִ֖יב וּגְדַלְיָֽה,וימצא מבני הכהנים אשר השיבו נשים נכריות מבני ישוע בן־יוצדק ואחיו מעשיה ו͏אליעזר ויריב וגדליה
Ezra,10,19,וַיִּתְּנ֥וּ יָדָ֖ם לְהוֹצִ֣יא נְשֵׁיהֶ֑ם וַאֲשֵׁמִ֥ים אֵֽיל־צֹ֖אן עַל־אַשְׁמָתָֽם,ויתנו ידם להוציא נשיהם ואשמים איל־צאן על־אשמתם
Ezra,10,20,וּמִבְּנֵ֣י אִמֵּ֔ר חֲנָ֖נִי וּזְבַדְיָֽה,ומבני אמר חנני וזבדיה
Ezra,10,21,וּמִבְּנֵ֖י חָרִ֑ם מַעֲשֵׂיָ֤ה וְאֵֽלִיָּה֙ וּֽשְׁמַֽעְיָ֔ה וִיחִיאֵ֖ל וְעֻזִיָּֽה,ומבני חרם מעשיה ואליה ושמעיה ויחיאל ועזיה
Ezra,10,22,וּמִבְּנֵ֖י פַּשְׁח֑וּר אֶלְיוֹעֵינַ֤י מַֽעֲשֵׂיָה֙ יִשְׁמָעֵ֣אל נְתַנְאֵ֔ל יוֹזָבָ֖ד וְאֶלְעָשָֽׂה,ומבני פשחור אליועיני מעשיה ישמעאל נתנאל יוזבד ואלעשה
Ezra,10,23,וּמִֽן־הַלְוִיִּ֑ם יוֹזָבָ֣ד וְשִׁמְעִ֗י וְקֵֽלָיָה֙ ה֣וּא קְלִיטָ֔א פְּתַֽחְיָ֥ה יְהוּדָ֖ה וֶאֱלִיעֶֽזֶר,ומן־הלוים יוזבד ושמעי וקליה הוא קליטא פתחיה יהודה ואליעזר
Ezra,10,24,וּמִן־הַמְשֹׁרְרִ֖ים אֶלְיָשִׁ֑יב וּמִן־הַשֹׁ֣עֲרִ֔ים שַׁלֻּ֥ם וָטֶ֖לֶם וְאוּרִֽי,ומן־המשררים אלישיב ומן־השערים שלם וטלם ואורי
Ezra,10,25,וּמִֽיִּשְׂרָאֵ֑ל מִבְּנֵ֣י פַרְעֹ֡שׁ רַ֠מְיָה וְיִזִּיָּ֤ה וּמַלְכִּיָּה֙ וּמִיָּמִ֣ן וְאֶלְעָזָ֔ר וּמַלְכִּיָּ֖ה וּבְנָיָֽה,ומישראל מבני פרעש רמיה ויזיה ומלכיה ומימן ואלעזר ומלכיה ובניה
Ezra,10,26,וּמִבְּנֵ֖י עֵילָ֑ם מַתַּנְיָ֤ה זְכַרְיָה֙ וִיחִיאֵ֣ל וְעַבְדִּ֔י וִירֵמ֖וֹת וְאֵלִיָּֽה,ומבני עילם מתניה זכריה ויחיאל ועבדי וירמות ואליה
Ezra,10,27,וּמִבְּנֵ֖י זַתּ֑וּא אֶלְיוֹעֵנַ֤י אֶלְיָשִׁיב֙ מַתַּנְיָ֣ה וִֽירֵמ֔וֹת וְזָבָ֖ד וַעֲזִיזָֽא,ומבני זתוא אליועני אלישיב מתניה וירמות וזבד ועזיזא
Ezra,10,28,וּמִבְּנֵ֖י בֵּבָ֑י יְהוֹחָנָ֥ן חֲנַנְיָ֖ה זַבַּ֥י עַתְלָֽי,ומבני בבי יהוחנן חנניה זבי עתלי
Ezra,10,29,וּמִבְּנֵ֖י בָּנִ֑י מְשֻׁלָּ֤ם מַלּוּךְ֙ וַעֲדָיָ֔ה יָשׁ֖וּב וּשְׁאָ֥ל (ירמות) וְרָמֽוֹת,ומבני בני משלם מלוך ועדיה ישוב ושאל (ירמות) ורמות
Ezra,10,30,וּמִבְּנֵ֛י פַּחַ֥ת מוֹאָ֖ב עַדְנָ֣א וּכְלָ֑ל בְּנָיָ֤ה מַעֲשֵׂיָה֙ מַתַּנְיָ֣ה בְצַלְאֵ֔ל וּבִנּ֖וּי וּמְנַשֶּֽׁה,ומבני פחת מואב עדנא וכלל בניה מעשיה מתניה בצלאל ובנוי ומנשה
Ezra,10,31,וּבְנֵ֖י חָרִ֑ם אֱלִיעֶ֧זֶר יִשִּׁיָּ֛ה מַלְכִּיָּ֖ה שְׁמַֽעְיָ֥ה שִׁמְעֽוֹן,ובני חרם אליעזר ישיה מלכיה שמעיה שמעון
Ezra,10,32,בְּנְיָמִ֥ן מַלּ֖וּךְ שְׁמַרְיָֽה,בנימן מלוך שמריה
Ezra,10,33,מִבְּנֵ֖י חָשֻׁ֑ם מַתְּנַ֤י מַתַּתָּה֙ זָבָ֣ד אֱלִיפֶ֔לֶט יְרֵמַ֥י מְנַשֶּׁ֖ה שִׁמְעִֽי,מבני חשם מתני מתתה זבד אליפלט ירמי מנשה שמעי
Ezra,10,34,מִבְּנֵ֣י בָנִ֔י מַעֲדַ֥י עַמְרָ֖ם וְאוּאֵֽל,מבני בני מעדי עמרם ואואל
Ezra,10,35,בְּנָיָ֥ה בֵדְיָ֖ה (כלהי) כְּלֽוּהוּ,בניה בדיה (כלהי) כלוהו
Ezra,10,36,וַנְיָ֥ה מְרֵמ֖וֹת אֶלְיָשִֽׁיב,וניה מרמות אלישיב
Ezra,10,37,מַתַּנְיָ֥ה מַתְּנַ֖י (ויעשו) וְיַעֲשָֽׂי,מתניה מתני (ויעשו) ויעשי
Ezra,10,38,וּבָנִ֥י וּבִנּ֖וּי שִׁמְעִֽי,ובני ובנוי שמעי
Ezra,10,39,וְשֶֽׁלֶמְיָ֥ה וְנָתָ֖ן וַעֲדָיָֽה,ושלמיה ונתן ועדיה
Ezra,10,40,מַכְנַדְבַ֥י שָׁשַׁ֖י שָׁרָֽי,מכנדבי ששי שרי
Ezra,10,41,עֲזַרְאֵ֥ל וְשֶׁלֶמְיָ֖הוּ שְׁמַרְיָֽה,עזראל ושלמיהו שמריה
Ezra,10,42,שַׁלּ֥וּם אֲמַרְיָ֖ה יוֹסֵֽף,שלום אמריה יוסף
Ezra,10,43,מִבְּנֵ֖י נְב֑וֹ יְעִיאֵ֤ל מַתִּתְיָה֙ זָבָ֣ד זְבִינָ֔א (ידו) יַדַּ֥י וְיוֹאֵ֖ל בְּנָיָֽה,מבני נבו יעיאל מתתיה זבד זבינא (ידו) ידי ויואל בניה
Ezra,10,44,כָּל־אֵ֕לֶּה (נשאי) נָשְׂא֖וּ נָשִׁ֣ים נָכְרִיּ֑וֹת וְיֵ֣שׁ מֵהֶ֣ם נָשִׁ֔ים וַיָּשִׂ֖ימוּ בָּנִֽים,כל־אלה (נשאי) נשאו נשים נכריות ויש מהם נשים וישימו בנים
Nehemiah,1,1,דִּבְרֵ֥י נְחֶמְיָ֖ה בֶּן־חֲכַלְיָ֑ה וַיְהִ֤י בְחֹֽדֶשׁ־(כסלו) כִּסְלֵיו֙ שְׁנַ֣ת עֶשְׂרִ֔ים וַאֲנִ֥י הָיִ֖יתִי בְּשׁוּשַׁ֥ן הַבִּירָֽה,דברי נחמיה בן־חכליה ויהי בחדש־(כסלו) כסליו שנת עשרים ואני הייתי בשושן הבירה
Nehemiah,1,2,וַיָּבֹ֨א חֲנָ֜נִי אֶחָ֧ד מֵאַחַ֛י ה֥וּא וַאֲנָשִׁ֖ים מִֽיהוּדָ֑ה וָאֶשְׁאָלֵ֞ם עַל־הַיְּהוּדִ֧ים הַפְּלֵיטָ֛ה אֲשֶֽׁר־נִשְׁאֲר֥וּ מִן־הַשֶּׁ֖בִי וְעַל־יְרוּשָׁלָֽ͏ִם,ויבא חנני אחד מאחי הוא ואנשים מיהודה ואשאלם על־היהודים הפליטה אשר־נשארו מן־השבי ועל־ירושל͏ם
Nehemiah,1,3,וַיֹּאמְרוּ֮ לִי֒ הַֽנִּשְׁאָרִ֞ים אֲשֶֽׁר־נִשְׁאֲר֤וּ מִן־הַשְּׁבִי֙ שָׁ֣ם בַּמְּדִינָ֔ה בְּרָעָ֥ה גְדֹלָ֖ה וּבְחֶרְפָּ֑ה וְחוֹמַ֤ת יְרוּשָׁלִַ֙ם֙ מְפֹרָ֔צֶת וּשְׁעָרֶ֖יהָ נִצְּת֥וּ בָאֵֽשׁ,ויאמרו לי הנשארים אשר־נשארו מן־השבי שם במדינה ברעה גדלה ובחרפה וחומת ירושלם מפרצת ושעריה נצתו באש
Nehemiah,1,4,וַיְהִ֞י כְּשָׁמְעִ֣י ׀ אֶת־הַדְּבָרִ֣ים הָאֵ֗לֶּה יָשַׁ֙בְתִּי֙ וָֽאֶבְכֶּ֔ה וָאֶתְאַבְּלָ֖ה יָמִ֑ים וָֽאֱהִ֥י צָם֙ וּמִתְפַּלֵּ֔ל לִפְנֵ֖י אֱלֹהֵ֥י הַשָּׁמָֽיִם,ויהי כשמעי את־הדברים האלה ישבתי ואבכה ואתאבלה ימים ואהי צם ומתפלל לפני אלהי השמים
Nehemiah,1,5,וָאֹמַ֗ר אָֽנָּ֤א יְהוָה֙ אֱלֹהֵ֣י הַשָּׁמַ֔יִם הָאֵ֥ל הַגָּד֖וֹל וְהַנּוֹרָ֑א שֹׁמֵ֤ר הַבְּרִית֙ וָחֶ֔סֶד לְאֹהֲבָ֖יו וּלְשֹׁמְרֵ֥י מִצְוֺתָֽיו,ואמר אנא יהוה אלהי השמים האל הגדול והנורא שמר הברית וחסד לאהביו ולשמרי מצותיו
Nehemiah,1,6,תְּהִ֣י נָ֣א אָזְנְךָֽ־קַשֶּׁ֣בֶת וְֽעֵינֶ֪יךָ פְתֻוּח֟וֹת לִשְׁמֹ֣עַ אֶל־תְּפִלַּ֣ת עַבְדְּךָ֡ אֲשֶׁ֣ר אָנֹכִי֩ מִתְפַּלֵּ֨ל לְפָנֶ֤יךָ הַיּוֹם֙ יוֹמָ֣ם וָלַ֔יְלָה עַל־בְּנֵ֥י יִשְׂרָאֵ֖ל עֲבָדֶ֑יךָ וּמִתְוַדֶּ֗ה עַל־חַטֹּ֤אות בְּנֵֽי־יִשְׂרָאֵל֙ אֲשֶׁ֣ר חָטָ֣אנוּ לָ֔ךְ וַאֲנִ֥י וּבֵית־אָבִ֖י חָטָֽאנוּ,תהי נא אזנך־קשבת ועיניך פתוחות לשמע אל־תפלת עבדך אשר אנכי מתפלל לפניך היום יומם ולילה על־בני ישראל עבדיך ומתודה על־חטאות בני־ישראל אשר חטאנו לך ואני ובית־אבי חטאנו
Nehemiah,1,7,חֲבֹ֖ל חָבַ֣לְנוּ לָ֑ךְ וְלֹא־שָׁמַ֣רְנוּ אֶת־הַמִּצְוֺ֗ת וְאֶת־הַֽחֻקִּים֙ וְאֶת־הַמִּשְׁפָּטִ֔ים אֲשֶׁ֥ר צִוִּ֖יתָ אֶת־מֹשֶׁ֥ה עַבְדֶּֽךָ,חבל חבלנו לך ולא־שמרנו את־המצות ואת־החקים ואת־המשפטים אשר צוית את־משה עבדך
Nehemiah,1,8,זְכָר־נָא֙ אֶת־הַדָּבָ֔ר אֲשֶׁ֥ר צִוִּ֛יתָ אֶת־מֹשֶׁ֥ה עַבְדְּךָ֖ לֵאמֹ֑ר אַתֶּ֣ם תִּמְעָ֔לוּ אֲנִ֕י אָפִ֥יץ אֶתְכֶ֖ם בָּעַמִּֽים,זכר־נא את־הדבר אשר צוית את־משה עבדך לאמר אתם תמעלו אני אפיץ אתכם בעמים
Nehemiah,1,9,וְשַׁבְתֶּ֣ם אֵלַ֔י וּשְׁמַרְתֶּם֙ מִצְוֺתַ֔י וַעֲשִׂיתֶ֖ם אֹתָ֑ם אִם־יִהְיֶ֨ה נִֽדַּחֲכֶ֜ם בִּקְצֵ֤ה הַשָּׁמַ֙יִם֙ מִשָּׁ֣ם אֲקַבְּצֵ֔ם (והבואתים) וַהֲבִֽיאוֹתִים֙ אֶל־הַמָּק֔וֹם אֲשֶׁ֣ר בָּחַ֔רְתִּי לְשַׁכֵּ֥ן אֶת־שְׁמִ֖י שָֽׁם,ושבתם אלי ושמרתם מצותי ועשיתם אתם אם־יהיה נדחכם בקצה השמים משם אקבצם (והבואתים) והביאותים אל־המקום אשר בחרתי לשכן את־שמי שם
Nehemiah,1,10,וְהֵ֥ם עֲבָדֶ֖יךָ וְעַמֶּ֑ךָ אֲשֶׁ֤ר פָּדִ֙יתָ֙ בְּכֹחֲךָ֣ הַגָּד֔וֹל וּבְיָדְךָ֖ הַחֲזָקָֽה,והם עבדיך ועמך אשר פדית בכחך הגדול ובידך החזקה
Nehemiah,1,11,אָנָּ֣א אֲדֹנָ֗י תְּהִ֣י נָ֣א אָזְנְךָֽ־קַ֠שֶּׁבֶת אֶל־תְּפִלַּ֨ת עַבְדְּךָ֜ וְאֶל־תְּפִלַּ֣ת עֲבָדֶ֗יךָ הַֽחֲפֵצִים֙ לְיִרְאָ֣ה אֶת־שְׁמֶ֔ךָ וְהַצְלִֽיחָה־נָּ֤א לְעַבְדְּךָ֙ הַיּ֔וֹם וּתְנֵ֣הוּ לְרַחֲמִ֔ים לִפְנֵ֖י הָאִ֣ישׁ הַזֶּ֑ה וַאֲנִ֛י הָיִ֥יתִי מַשְׁקֶ֖ה לַמֶּֽלֶךְ,אנא אדני תהי נא אזנך־קשבת אל־תפלת עבדך ואל־תפלת עבדיך החפצים ליראה את־שמך והצליחה־נא לעבדך היום ותנהו לרחמים לפני האיש הזה ואני הייתי משקה למלך
Nehemiah,2,1,וַיְהִ֣י ׀ בְּחֹ֣דֶשׁ נִיסָ֗ן שְׁנַ֥ת עֶשְׂרִ֛ים לְאַרְתַּחְשַׁ֥סְתְּא הַמֶּ֖לֶךְ יַ֣יִן לְפָנָ֑יו וָאֶשָּׂ֤א אֶת־הַיַּ֙יִן֙ וָאֶתְּנָ֣ה לַמֶּ֔לֶךְ וְלֹא־הָיִ֥יתִי רַ֖ע לְפָנָֽיו,ויהי בחדש ניסן שנת עשרים לארתחשסתא המלך יין לפניו ואשא את־היין ואתנה למלך ולא־הייתי רע לפניו
Nehemiah,2,2,וַיֹּאמֶר֩ לִ֨י הַמֶּ֜לֶךְ מַדּ֣וּעַ ׀ פָּנֶ֣יךָ רָעִ֗ים וְאַתָּה֙ אֵֽינְךָ֣ חוֹלֶ֔ה אֵ֣ין זֶ֔ה כִּי־אִ֖ם רֹ֣עַֽ לֵ֑ב וָאִירָ֖א הַרְבֵּ֥ה מְאֹֽד,ויאמר לי המלך מדוע פניך רעים ואתה אינך חולה אין זה כי־אם רע לב ואירא הרבה מאד
Nehemiah,2,3,וָאֹמַ֣ר לַמֶּ֔לֶךְ הַמֶּ֖לֶךְ לְעוֹלָ֣ם יִחְיֶ֑ה מַדּ֜וּעַ לֹא־יֵרְע֣וּ פָנַ֗י אֲשֶׁ֨ר הָעִ֜יר בֵּית־קִבְר֤וֹת אֲבֹתַי֙ חֲרֵבָ֔ה וּשְׁעָרֶ֖יהָ אֻכְּל֥וּ בָאֵֽשׁ,ואמר למלך המלך לעולם יחיה מדוע לא־ירעו פני אשר העיר בית־קברות אבתי חרבה ושעריה אכלו באש
Nehemiah,2,4,וַיֹּ֤אמֶר לִי֙ הַמֶּ֔לֶךְ עַל־מַה־זֶּ֖ה אַתָּ֣ה מְבַקֵּ֑שׁ וָֽאֶתְפַּלֵּ֔ל אֶל־אֱלֹהֵ֖י הַשָּׁמָֽיִם,ויאמר לי המלך על־מה־זה אתה מבקש ואתפלל אל־אלהי השמים
Nehemiah,2,5,וָאֹמַ֣ר לַמֶּ֔לֶךְ אִם־עַל־הַמֶּ֣לֶךְ ט֔וֹב וְאִם יִיטַ֥ב עַבְדְּךָ֖ לְפָנֶ֑יךָ אֲשֶׁ֧ר תִּשְׁלָחֵ֣נִי אֶל־יְהוּדָ֗ה אֶל־עִ֛יר קִבְר֥וֹת אֲבֹתַ֖י וְאֶבְנֶֽנָּה,ואמר למלך אם־על־המלך טוב ואם ייטב עבדך לפניך אשר תשלחני אל־יהודה אל־עיר קברות אבתי ואבננה
Nehemiah,2,6,וַיֹּאמֶר֩ לִ֨י הַמֶּ֜לֶךְ וְהַשֵּׁגַ֣ל ׀ יוֹשֶׁ֣בֶת אֶצְל֗וֹ עַד־מָתַ֛י יִהְיֶ֥ה מַהֲלָכֲךָ֖ וּמָתַ֣י תָּשׁ֑וּב וַיִּיטַ֤ב לִפְנֵֽי־הַמֶּ֙לֶךְ֙ וַיִּשְׁלָחֵ֔נִי וָֽאֶתְּנָ֥ה ל֖וֹ זְמָֽן,ויאמר לי המלך והשגל יושבת אצלו עד־מתי יהיה מהלכך ומתי תשוב וייטב לפני־המלך וישלחני ואתנה לו זמן
Nehemiah,2,7,וָאוֹמַר֮ לַמֶּלֶךְ֒ אִם־עַל־הַמֶּ֣לֶךְ ט֔וֹב אִגְּרוֹת֙ יִתְּנוּ־לִ֔י עַֽל־פַּחֲו֖וֹת עֵ֣בֶר הַנָּהָ֑ר אֲשֶׁר֙ יַעֲבִיר֔וּנִי עַ֥ד אֲשֶׁר־אָב֖וֹא אֶל־יְהוּדָֽה,ואומר למלך אם־על־המלך טוב אגרות יתנו־לי על־פחוות עבר הנהר אשר יעבירוני עד אשר־אבוא אל־יהודה
Nehemiah,2,8,וְאִגֶּ֡רֶת אֶל־אָסָף֩ שֹׁמֵ֨ר הַפַּרְדֵּ֜ס אֲשֶׁ֣ר לַמֶּ֗לֶךְ אֲשֶׁ֣ר יִתֶּן־לִ֣י עֵצִ֡ים לְ֠קָרוֹת אֶת־שַׁעֲרֵ֨י הַבִּירָ֤ה אֲשֶׁר־לַבַּ֙יִת֙ וּלְחוֹמַ֣ת הָעִ֔יר וְלַבַּ֖יִת אֲשֶׁר־אָב֣וֹא אֵלָ֑יו וַיִּתֶּן־לִ֣י הַמֶּ֔לֶךְ כְּיַד־אֱלֹהַ֖י הַטּוֹבָ֥ה עָלָֽי,ואגרת אל־אסף שמר הפרדס אשר למלך אשר יתן־לי עצים לקרות את־שערי הבירה אשר־לבית ולחומת העיר ולבית אשר־אבוא אליו ויתן־לי המלך כיד־אלהי הטובה עלי
Nehemiah,2,9,וָֽאָב֗וֹא אֶֽל־פַּֽחֲווֹת֙ עֵ֣בֶר הַנָּהָ֔ר וָאֶתְּנָ֣ה לָהֶ֔ם אֵ֖ת אִגְּר֣וֹת הַמֶּ֑לֶךְ וַיִּשְׁלַ֤ח עִמִּי֙ הַמֶּ֔לֶךְ שָׂ֥רֵי חַ֖יִל וּפָרָשִֽׁים,ואבוא אל־פחוות עבר הנהר ואתנה להם את אגרות המלך וישלח עמי המלך שרי חיל ופרשים
Nehemiah,2,10,וַיִּשְׁמַ֞ע סַנְבַלַּ֣ט הַחֹרֹנִ֗י וְטֽוֹבִיָּה֙ הָעֶ֣בֶד הָֽעַמֹּנִ֔י וַיֵּ֥רַע לָהֶ֖ם רָעָ֣ה גְדֹלָ֑ה אֲשֶׁר־בָּ֣א אָדָ֔ם לְבַקֵּ֥שׁ טוֹבָ֖ה לִבְנֵ֥י יִשְׂרָאֵֽל,וישמע סנבלט החרני וטוביה העבד העמני וירע להם רעה גדלה אשר־בא אדם לבקש טובה לבני ישראל
Nehemiah,2,11,וָאָב֖וֹא אֶל־יְרוּשָׁלָ֑͏ִם וָאֱהִי־שָׁ֖ם יָמִ֥ים שְׁלֹשָֽׁה,ואבוא אל־ירושל͏ם ואהי־שם ימים שלשה
Nehemiah,2,12,וָאָק֣וּם ׀ לַ֗יְלָה אֲנִי֮ וַאֲנָשִׁ֣ים ׀ מְעַט֮ עִמִּי֒ וְלֹא־הִגַּ֣דְתִּי לְאָדָ֔ם מָ֗ה אֱלֹהַי֙ נֹתֵ֣ן אֶל־לִבִּ֔י לַעֲשׂ֖וֹת לִירוּשָׁלָ֑͏ִם וּבְהֵמָה֙ אֵ֣ין עִמִּ֔י כִּ֚י אִם־הַבְּהֵמָ֔ה אֲשֶׁ֥ר אֲנִ֖י רֹכֵ֥ב בָּֽהּ,ואקום לילה אני ואנשים מעט עמי ולא־הגדתי לאדם מה אלהי נתן אל־לבי לעשות לירושל͏ם ובהמה אין עמי כי אם־הבהמה אשר אני רכב בה
Nehemiah,2,13,וָאֵצְאָ֨ה בְשַֽׁעַר־הַגַּ֜יא לַ֗יְלָה וְאֶל־פְּנֵי֙ עֵ֣ין הַתַּנִּ֔ין וְאֶל־שַׁ֖עַר הָאַשְׁפֹּ֑ת וָאֱהִ֨י שֹׂבֵ֜ר בְּחוֹמֹ֤ת יְרוּשָׁלִַ֙ם֙ אֲשֶׁר־(המפרוצים) הֵ֣ם ׀ פְּרוּצִ֔ים וּשְׁעָרֶ֖יהָ אֻכְּל֥וּ בָאֵֽשׁ,ואצאה בשער־הגיא לילה ואל־פני עין התנין ואל־שער האשפת ואהי שבר בחומת ירושלם אשר־(המפרוצים) הם פרוצים ושעריה אכלו באש
Nehemiah,2,14,וָאֶֽעֱבֹר֙ אֶל־שַׁ֣עַר הָעַ֔יִן וְאֶל־בְּרֵכַ֖ת הַמֶּ֑לֶךְ וְאֵין־מָק֥וֹם לַבְּהֵמָ֖ה לַעֲבֹ֥ר תַּחְתָּֽי,ואעבר אל־שער העין ואל־ברכת המלך ואין־מקום לבהמה לעבר תחתי
Nehemiah,2,15,וָאֱהִ֨י עֹלֶ֤ה בַנַּ֙חַל֙ לַ֔יְלָה וָאֱהִ֥י שֹׂבֵ֖ר בַּחוֹמָ֑ה וָאָשׁ֗וּב וָאָב֛וֹא בְּשַׁ֥עַר הַגַּ֖יְא וָאָשֽׁוּב,ואהי עלה בנחל לילה ואהי שבר בחומה ואשוב ואבוא בשער הגיא ואשוב
