Tractate,Daf,Amud,Section,Book,Chapter,Verse,Hebrew Text - Vocalized,Hebrew Text
Yoma,68,a,2,Leviticus,1,8,וְעָרְכ֗וּ בְּנֵ֤י אַהֲרֹן֙ הַכֹּ֣הֲנִ֔ים אֵ֚ת הַנְּתָחִ֔ים אֶת־הָרֹ֖אשׁ וְאֶת־הַפָּ֑דֶר עַל־הָעֵצִים֙ אֲשֶׁ֣ר עַל־הָאֵ֔שׁ אֲשֶׁ֖ר עַל־הַמִּזְבֵּֽחַ,וערכו בני אהרן הכהנים את הנתחים את־הראש ואת־הפדר על־העצים אשר על־האש אשר על־המזבח
Yoma,68,a,4,Leviticus,16,22,וְנָשָׂ֨א הַשָּׂעִ֥יר עָלָ֛יו אֶת־כָּל־עֲוֺנֹתָ֖ם אֶל־אֶ֣רֶץ גְּזֵרָ֑ה וְשִׁלַּ֥ח אֶת־הַשָּׂעִ֖יר בַּמִּדְבָּֽר,ונשא השעיר עליו את־כל־עונתם אל־ארץ גזרה ושלח את־השעיר במדבר
Yoma,68,a,4,Leviticus,16,27,וְאֵת֩ פַּ֨ר הֽ͏ַחַטָּ֜את וְאֵ֣ת ׀ שְׂעִ֣יר הַֽחַטָּ֗את אֲשֶׁ֨ר הוּבָ֤א אֶת־דָּמָם֙ לְכַפֵּ֣ר בַּקֹּ֔דֶשׁ יוֹצִ֖יא אֶל־מִח֣וּץ לַֽמַּחֲנֶ֑ה וְשָׂרְפ֣וּ בָאֵ֔שׁ אֶת־עֹרֹתָ֥ם וְאֶת־בְּשָׂרָ֖ם וְאֶת־פִּרְשָֽׁם,ואת פר ה͏חטאת ואת שעיר החטאת אשר הובא את־דמם לכפר בקדש יוציא אל־מחוץ למחנה ושרפו באש את־ערתם ואת־בשרם ואת־פרשם
Yoma,68,a,5,Leviticus,4,13,וְאִ֨ם כָּל־עֲדַ֤ת יִשְׂרָאֵל֙ יִשְׁגּ֔וּ וְנֶעְלַ֣ם דָּבָ֔ר מֵעֵינֵ֖י הַקָּהָ֑ל וְ֠עָשׂוּ אַחַ֨ת מִכָּל־מִצְוֺ֧ת יְהוָ֛ה אֲשֶׁ֥ר לֹא־תֵעָשֶׂ֖ינָה וְאָשֵֽׁמוּ,ואם כל־עדת ישראל ישגו ונעלם דבר מעיני הקהל ועשו אחת מכל־מצות יהוה אשר לא־תעשינה ואשמו
Yoma,68,a,6,Leviticus,4,12,וְהוֹצִ֣יא אֶת־כָּל־הַ֠פָּר אֶל־מִח֨וּץ לַֽמַּחֲנֶ֜ה אֶל־מָק֤וֹם טָהוֹר֙ אֶל־שֶׁ֣פֶךְ הַדֶּ֔שֶׁן וְשָׂרַ֥ף אֹת֛וֹ עַל־עֵצִ֖ים בָּאֵ֑שׁ עַל־שֶׁ֥פֶךְ הַדֶּ֖שֶׁן יִשָּׂרֵֽף,והוציא את־כל־הפר אל־מחוץ למחנה אל־מקום טהור אל־שפך הדשן ושרף אתו על־עצים באש על־שפך הדשן ישרף
Yoma,68,a,6,Leviticus,4,21,וְהוֹצִ֣יא אֶת־הַפָּ֗ר אֶל־מִחוּץ֙ לַֽמַּחֲנֶ֔ה וְשָׂרַ֣ף אֹת֔וֹ כַּאֲשֶׁ֣ר שָׂרַ֔ף אֵ֖ת הַפָּ֣ר הָרִאשׁ֑וֹן חַטַּ֥את הַקָּהָ֖ל הֽוּא,והוציא את־הפר אל־מחוץ למחנה ושרף אתו כאשר שרף את הפר הראשון חטאת הקהל הוא
Yoma,68,a,7,Leviticus,4,21,וְהוֹצִ֣יא אֶת־הַפָּ֗ר אֶל־מִחוּץ֙ לַֽמַּחֲנֶ֔ה וְשָׂרַ֣ף אֹת֔וֹ כַּאֲשֶׁ֣ר שָׂרַ֔ף אֵ֖ת הַפָּ֣ר הָרִאשׁ֑וֹן חַטַּ֥את הַקָּהָ֖ל הֽוּא,והוציא את־הפר אל־מחוץ למחנה ושרף אתו כאשר שרף את הפר הראשון חטאת הקהל הוא
Yoma,68,a,8,Leviticus,4,12,וְהוֹצִ֣יא אֶת־כָּל־הַ֠פָּר אֶל־מִח֨וּץ לַֽמַּחֲנֶ֜ה אֶל־מָק֤וֹם טָהוֹר֙ אֶל־שֶׁ֣פֶךְ הַדֶּ֔שֶׁן וְשָׂרַ֥ף אֹת֛וֹ עַל־עֵצִ֖ים בָּאֵ֑שׁ עַל־שֶׁ֥פֶךְ הַדֶּ֖שֶׁן יִשָּׂרֵֽף,והוציא את־כל־הפר אל־מחוץ למחנה אל־מקום טהור אל־שפך הדשן ושרף אתו על־עצים באש על־שפך הדשן ישרף
Yoma,68,a,8,Leviticus,6,4,וּפָשַׁט֙ אֶת־בְּגָדָ֔יו וְלָבַ֖שׁ בְּגָדִ֣ים אֲחֵרִ֑ים וְהוֹצִ֤יא אֶת־הַדֶּ֙שֶׁן֙ אֶל־מִח֣וּץ לַֽמַּחֲנֶ֔ה אֶל־מָק֖וֹם טָהֽוֹר,ופשט את־בגדיו ולבש בגדים אחרים והוציא את־הדשן אל־מחוץ למחנה אל־מקום טהור
Yoma,68,a,9,Numbers,19,3,וּנְתַתֶּ֣ם אֹתָ֔הּ אֶל־אֶלְעָזָ֖ר הַכֹּהֵ֑ן וְהוֹצִ֤יא אֹתָהּ֙ אֶל־מִח֣וּץ לַֽמַּחֲנֶ֔ה וְשָׁחַ֥ט אֹתָ֖הּ לְפָנָֽיו,ונתתם אתה אל־אלעזר הכהן והוציא אתה אל־מחוץ למחנה ושחט אתה לפניו
Yoma,68,a,9,Numbers,19,4,וְלָקַ֞ח אֶלְעָזָ֧ר הַכֹּהֵ֛ן מִדָּמָ֖הּ בְּאֶצְבָּע֑וֹ וְהִזָּ֞ה אֶל־נֹ֨כַח פְּנֵ֧י אֹֽהֶל־מוֹעֵ֛ד מִדָּמָ֖הּ שֶׁ֥בַע פְּעָמִֽים,ולקח אלעזר הכהן מדמה באצבעו והזה אל־נכח פני אהל־מועד מדמה שבע פעמים
Yoma,68,b,2,Leviticus,4,12,וְהוֹצִ֣יא אֶת־כָּל־הַ֠פָּר אֶל־מִח֨וּץ לַֽמַּחֲנֶ֜ה אֶל־מָק֤וֹם טָהוֹר֙ אֶל־שֶׁ֣פֶךְ הַדֶּ֔שֶׁן וְשָׂרַ֥ף אֹת֛וֹ עַל־עֵצִ֖ים בָּאֵ֑שׁ עַל־שֶׁ֥פֶךְ הַדֶּ֖שֶׁן יִשָּׂרֵֽף,והוציא את־כל־הפר אל־מחוץ למחנה אל־מקום טהור אל־שפך הדשן ושרף אתו על־עצים באש על־שפך הדשן ישרף
Yoma,68,b,4,Leviticus,16,28,וְהַשֹּׂרֵ֣ף אֹתָ֔ם יְכַבֵּ֣ס בְּגָדָ֔יו וְרָחַ֥ץ אֶת־בְּשָׂר֖וֹ בַּמָּ֑יִם וְאַחֲרֵי־כֵ֖ן יָב֥וֹא אֶל־הַֽמַּחֲנֶֽה,והשרף אתם יכבס בגדיו ורחץ את־בשרו במים ואחרי־כן יבוא אל־המחנה
Yoma,68,b,5,Leviticus,16,28,וְהַשֹּׂרֵ֣ף אֹתָ֔ם יְכַבֵּ֣ס בְּגָדָ֔יו וְרָחַ֥ץ אֶת־בְּשָׂר֖וֹ בַּמָּ֑יִם וְאַחֲרֵי־כֵ֖ן יָב֥וֹא אֶל־הַֽמַּחֲנֶֽה,והשרף אתם יכבס בגדיו ורחץ את־בשרו במים ואחרי־כן יבוא אל־המחנה
Yoma,68,b,9,Isaiah,1,18,לְכוּ־נָ֛א וְנִוָּֽכְחָ֖ה יֹאמַ֣ר יְהוָ֑ה אִם־יִֽהְי֨וּ חֲטָאֵיכֶ֤ם כַּשָּׁנִים֙ כַּשֶּׁ֣לֶג יַלְבִּ֔ינוּ אִם־יַאְדִּ֥ימוּ כַתּוֹלָ֖ע כַּצֶּ֥מֶר יִהְיֽוּ,לכו־נא ונוכחה יאמר יהוה אם־יהיו חטאיכם כשנים כשלג ילבינו אם־יאדימו כתולע כצמר יהיו
Yoma,68,b,13,Leviticus,16,1,וַיְדַבֵּ֤ר יְהוָה֙ אֶל־מֹשֶׁ֔ה אַחֲרֵ֣י מ֔וֹת שְׁנֵ֖י בְּנֵ֣י אַהֲרֹ֑ן בְּקָרְבָתָ֥ם לִפְנֵי־יְהוָ֖ה וַיָּמֻֽתוּ,וידבר יהוה אל־משה אחרי מות שני בני אהרן בקרבתם לפני־יהוה וימתו
Yoma,68,b,13,Numbers,29,7,וּבֶעָשׂוֹר֩ לַחֹ֨דֶשׁ הַשְּׁבִיעִ֜י הַזֶּ֗ה מִֽקְרָא־קֹ֙דֶשׁ֙ יִהְיֶ֣ה לָכֶ֔ם וְעִנִּיתֶ֖ם אֶת־נַפְשֹׁתֵיכֶ֑ם כָּל־מְלָאכָ֖ה לֹ֥א תַעֲשֽׂוּ,ובעשור לחדש השביעי הזה מקרא־קדש יהיה לכם ועניתם את־נפשתיכם כל־מלאכה לא תעשו
Yoma,68,b,13,Leviticus,23,26,וַיְדַבֵּ֥ר יְהוָ֖ה אֶל־מֹשֶׁ֥ה לֵּאמֹֽר,וידבר יהוה אל־משה לאמר
Yoma,68,b,18,Numbers,29,7,וּבֶעָשׂוֹר֩ לַחֹ֨דֶשׁ הַשְּׁבִיעִ֜י הַזֶּ֗ה מִֽקְרָא־קֹ֙דֶשׁ֙ יִהְיֶ֣ה לָכֶ֔ם וְעִנִּיתֶ֖ם אֶת־נַפְשֹׁתֵיכֶ֑ם כָּל־מְלָאכָ֖ה לֹ֥א תַעֲשֽׂוּ,ובעשור לחדש השביעי הזה מקרא־קדש יהיה לכם ועניתם את־נפשתיכם כל־מלאכה לא תעשו
Yoma,68,b,19,Exodus,29,33,וְאָכְל֤וּ אֹתָם֙ אֲשֶׁ֣ר כֻּפַּ֣ר בָּהֶ֔ם לְמַלֵּ֥א אֶת־יָדָ֖ם לְקַדֵּ֣שׁ אֹתָ֑ם וְזָ֥ר לֹא־יֹאכַ֖ל כִּי־קֹ֥דֶשׁ הֵֽם,ואכלו אתם אשר כפר בהם למלא את־ידם לקדש אתם וזר לא־יאכל כי־קדש הם
Yoma,69,a,5,Leviticus,19,19,אֶֽת־חֻקֹּתַי֮ תִּשְׁמֹרוּ֒ בְּהֶמְתְּךָ֙ לֹא־תַרְבִּ֣יעַ כִּלְאַ֔יִם שָׂדְךָ֖ לֹא־תִזְרַ֣ע כִּלְאָ֑יִם וּבֶ֤גֶד כִּלְאַ֙יִם֙ שֽׁ͏ַעַטְנֵ֔ז לֹ֥א יַעֲלֶ֖ה עָלֶֽיךָ,את־חקתי תשמרו בהמתך לא־תרביע כלאים שדך לא־תזרע כלאים ובגד כלאים ש͏עטנז לא יעלה עליך
Yoma,69,a,14,Psalms,119,126,עֵ֭ת לַעֲשׂ֣וֹת לַיהוָ֑ה הֵ֝פֵ֗רוּ תּוֹרָתֶֽךָ,עת לעשות ליהוה הפרו תורתך
Yoma,69,b,1,I Chronicles,17,16,וַיָּבֹא֙ הַמֶּ֣לֶךְ דָּוִ֔יד וַיֵּ֖שֶׁב לִפְנֵ֣י יְהוָ֑ה וַיֹּ֗אמֶר מִֽי־אֲנִ֞י יְהוָ֤ה אֱלֹהִים֙ וּמִ֣י בֵיתִ֔י כִּ֥י הֲבִיאֹתַ֖נִי עַד־הֲלֹֽם,ויבא המלך דויד וישב לפני יהוה ויאמר מי־אני יהוה אלהים ומי ביתי כי הביאתני עד־הלם
Yoma,69,b,2,Nehemiah,8,3,וַיִּקְרָא־בוֹ֩ לִפְנֵ֨י הָרְח֜וֹב אֲשֶׁ֣ר ׀ לִפְנֵ֣י שַֽׁעַר־הַמַּ֗יִם מִן־הָאוֹר֙ עַד־מַחֲצִ֣ית הַיּ֔וֹם נֶ֛גֶד הָאֲנָשִׁ֥ים וְהַנָּשִׁ֖ים וְהַמְּבִינִ֑ים וְאָזְנֵ֥י כָל־הָעָ֖ם אֶל־סֵ֥פֶר הַתּוֹרָֽה,ויקרא־בו לפני הרחוב אשר לפני שער־המים מן־האור עד־מחצית היום נגד האנשים והנשים והמבינים ואזני כל־העם אל־ספר התורה
Yoma,69,b,3,Nehemiah,8,6,וַיְבָ֣רֶךְ עֶזְרָ֔א אֶת־יְהוָ֥ה הָאֱלֹהִ֖ים הַגָּד֑וֹל וַיַּֽעֲנ֨וּ כָל־הָעָ֜ם אָמֵ֤ן ׀ אָמֵן֙ בְּמֹ֣עַל יְדֵיהֶ֔ם וַיִּקְּד֧וּ וַיִּֽשְׁתַּחֲוֻּ֛ לַיהוָ֖ה אַפַּ֥יִם אָֽרְצָה,ויברך עזרא את־יהוה האלהים הגדול ויענו כל־העם אמן אמן במעל ידיהם ויקדו וישתחו ליהוה אפים ארצה
Yoma,69,b,3,I Chronicles,16,36,בָּר֤וּךְ יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל מִן־הָעוֹלָ֖ם וְעַ֣ד הָעֹלָ֑ם וַיֹּאמְר֤וּ כָל־הָעָם֙ אָמֵ֔ן וְהַלֵּ֖ל לַֽיהוָֽה,ברוך יהוה אלהי ישראל מן־העולם ועד העלם ויאמרו כל־העם אמן והלל ליהוה
Yoma,69,b,5,Nehemiah,8,3,וַיִּקְרָא־בוֹ֩ לִפְנֵ֨י הָרְח֜וֹב אֲשֶׁ֣ר ׀ לִפְנֵ֣י שַֽׁעַר־הַמַּ֗יִם מִן־הָאוֹר֙ עַד־מַחֲצִ֣ית הַיּ֔וֹם נֶ֛גֶד הָאֲנָשִׁ֥ים וְהַנָּשִׁ֖ים וְהַמְּבִינִ֑ים וְאָזְנֵ֥י כָל־הָעָ֖ם אֶל־סֵ֥פֶר הַתּוֹרָֽה,ויקרא־בו לפני הרחוב אשר לפני שער־המים מן־האור עד־מחצית היום נגד האנשים והנשים והמבינים ואזני כל־העם אל־ספר התורה
Yoma,69,b,5,Nehemiah,8,4,וֽ͏ַיַּעֲמֹ֞ד עֶזְרָ֣א הַסֹּפֵ֗ר עַֽל־מִגְדַּל־עֵץ֮ אֲשֶׁ֣ר עָשׂ֣וּ לַדָּבָר֒ וַיַּֽעֲמֹ֣ד אֶצְל֡וֹ מַתִּתְיָ֡ה וְשֶׁ֡מַע וַ֠עֲנָיָה וְאוּרִיָּ֧ה וְחִלְקִיָּ֛ה וּמַעֲשֵׂיָ֖ה עַל־יְמִינ֑וֹ וּמִשְּׂמֹאל֗וֹ פְּ֠דָיָה וּמִֽישָׁאֵ֧ל וּמַלְכִּיָּ֛ה וְחָשֻׁ֥ם וְחַשְׁבַּדָּ֖נָה זְכַרְיָ֥ה מְשֻׁלָּֽם,ו͏יעמד עזרא הספר על־מגדל־עץ אשר עשו לדבר ויעמד אצלו מתתיה ושמע ועניה ואוריה וחלקיה ומעשיה על־ימינו ומשמאלו פדיה ומישאל ומלכיה וחשם וחשבדנה זכריה משלם
Yoma,69,b,5,Nehemiah,8,5,וַיִּפְתַּ֨ח עֶזְרָ֤א הַסֵּ֙פֶר֙ לְעֵינֵ֣י כָל־הָעָ֔ם כִּֽי־מֵעַ֥ל כָּל־הָעָ֖ם הָיָ֑ה וּכְפִתְח֖וֹ עָֽמְד֥וּ כָל־הָעָֽם,ויפתח עזרא הספר לעיני כל־העם כי־מעל כל־העם היה וכפתחו עמדו כל־העם
Yoma,69,b,5,Nehemiah,8,6,וַיְבָ֣רֶךְ עֶזְרָ֔א אֶת־יְהוָ֥ה הָאֱלֹהִ֖ים הַגָּד֑וֹל וַיַּֽעֲנ֨וּ כָל־הָעָ֜ם אָמֵ֤ן ׀ אָמֵן֙ בְּמֹ֣עַל יְדֵיהֶ֔ם וַיִּקְּד֧וּ וַיִּֽשְׁתַּחֲוֻּ֛ לַיהוָ֖ה אַפַּ֥יִם אָֽרְצָה,ויברך עזרא את־יהוה האלהים הגדול ויענו כל־העם אמן אמן במעל ידיהם ויקדו וישתחו ליהוה אפים ארצה
Yoma,69,b,6,Nehemiah,9,4,וַיָּ֜קָם עַֽל־מַֽעֲלֵ֣ה הַלְוִיִּ֗ם יֵשׁ֨וּעַ וּבָנִ֜י קַדְמִיאֵ֧ל שְׁבַנְיָ֛ה בֻּנִּ֥י שֵׁרֵבְיָ֖ה בָּנִ֣י כְנָ֑נִי וַֽיִּזְעֲקוּ֙ בְּק֣וֹל גָּד֔וֹל אֶל־יְהוָ֖ה אֱלֹהֵיהֶֽם,ויקם על־מעלה הלוים ישוע ובני קדמיאל שבניה בני שרביה בני כנני ויזעקו בקול גדול אל־יהוה אלהיהם
Yoma,69,b,9,Zechariah,5,8,וַיֹּ֙אמֶר֙ זֹ֣את הָרִשְׁעָ֔ה וַיַּשְׁלֵ֥ךְ אֹתָ֖הּ אֶל־תּ֣וֹךְ הָֽאֵיפָ֑ה וַיַּשְׁלֵ֛ךְ אֶת־אֶ֥בֶן הָעֹפֶ֖רֶת אֶל־פִּֽיהָ,ויאמר זאת הרשעה וישלך אתה אל־תוך האיפה וישלך את־אבן העפרת אל־פיה
Yoma,69,b,10,Zechariah,5,8,וַיֹּ֙אמֶר֙ זֹ֣את הָרִשְׁעָ֔ה וַיַּשְׁלֵ֥ךְ אֹתָ֖הּ אֶל־תּ֣וֹךְ הָֽאֵיפָ֑ה וַיַּשְׁלֵ֛ךְ אֶת־אֶ֥בֶן הָעֹפֶ֖רֶת אֶל־פִּֽיהָ,ויאמר זאת הרשעה וישלך אתה אל־תוך האיפה וישלך את־אבן העפרת אל־פיה
Yoma,69,b,13,Nehemiah,9,32,וְעַתָּ֣ה אֱ֠לֹהֵינוּ הָאֵ֨ל הַגָּד֜וֹל הַגִּבּ֣וֹר וְהַנּוֹרָא֮ שׁוֹמֵ֣ר הַבְּרִ֣ית וְהַחֶסֶד֒ אַל־יִמְעַ֣ט לְפָנֶ֡יךָ אֵ֣ת כָּל־הַתְּלָאָ֣ה אֽ͏ֲשֶׁר־מְ֠צָאַתְנוּ לִמְלָכֵ֨ינוּ לְשָׂרֵ֧ינוּ וּלְכֹהֲנֵ֛ינוּ וְלִנְבִיאֵ֥נוּ וְלַאֲבֹתֵ֖ינוּ וּלְכָל־עַמֶּ֑ךָ מִימֵי֙ מַלְכֵ֣י אַשּׁ֔וּר עַ֖ד הַיּ֥וֹם הַזֶּֽה,ועתה אלהינו האל הגדול הגבור והנורא שומר הברית והחסד אל־ימעט לפניך את כל־התלאה א͏שר־מצאתנו למלכינו לשרינו ולכהנינו ולנביאנו ולאבתינו ולכל־עמך מימי מלכי אשור עד היום הזה
Yoma,69,b,14,Daniel,9,4,וָֽאֶתְפַּֽלְלָ֛ה לַיהוָ֥ה אֱלֹהַ֖י וָאֶתְוַדֶּ֑ה וָאֹֽמְרָ֗ה אָנָּ֤א אֲדֹנָי֙ הָאֵ֤ל הַגָּדוֹל֙ וְהַנּוֹרָ֔א שֹׁמֵ֤ר הַבְּרִית֙ וְֽהַחֶ֔סֶד לְאֹהֲבָ֖יו וּלְשֹׁמְרֵ֥י מִצְוֺתָֽיו,ואתפללה ליהוה אלהי ואתודה ואמרה אנא אדני האל הגדול והנורא שמר הברית והחסד לאהביו ולשמרי מצותיו
Yoma,69,b,14,Deuteronomy,10,17,כִּ֚י יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם ה֚וּא אֱלֹהֵ֣י הָֽאֱלֹהִ֔ים וַאֲדֹנֵ֖י הָאֲדֹנִ֑ים הָאֵ֨ל הַגָּדֹ֤ל הַגִּבֹּר֙ וְהַנּוֹרָ֔א אֲשֶׁר֙ לֹא־יִשָּׂ֣א פָנִ֔ים וְלֹ֥א יִקַּ֖ח שֹֽׁחַד,כי יהוה אלהיכם הוא אלהי האלהים ואדני האדנים האל הגדל הגבר והנורא אשר לא־ישא פנים ולא יקח שחד
Yoma,69,b,14,Jeremiah,32,18,עֹ֤שֶׂה חֶ֙סֶד֙ לַֽאֲלָפִ֔ים וּמְשַׁלֵּם֙ עֲוֺ֣ן אָב֔וֹת אֶל־חֵ֥יק בְּנֵיהֶ֖ם אַחֲרֵיהֶ֑ם הָאֵ֤ל הַגָּדוֹל֙ הַגִּבּ֔וֹר יְהוָ֥ה צְבָא֖וֹת שְׁמֽוֹ,עשה חסד לאלפים ומשלם עון אבות אל־חיק בניהם אחריהם האל הגדול הגבור יהוה צבאות שמו
Yoma,69,b,17,Leviticus,16,1,וַיְדַבֵּ֤ר יְהוָה֙ אֶל־מֹשֶׁ֔ה אַחֲרֵ֣י מ֔וֹת שְׁנֵ֖י בְּנֵ֣י אַהֲרֹ֑ן בְּקָרְבָתָ֥ם לִפְנֵי־יְהוָ֖ה וַיָּמֻֽתוּ,וידבר יהוה אל־משה אחרי מות שני בני אהרן בקרבתם לפני־יהוה וימתו
Yoma,69,b,17,Leviticus,23,26,וַיְדַבֵּ֥ר יְהוָ֖ה אֶל־מֹשֶׁ֥ה לֵּאמֹֽר,וידבר יהוה אל־משה לאמר
Yoma,70,a,10,Proverbs,14,28,בְּרָב־עָ֥ם הַדְרַת־מֶ֑לֶךְ וּבְאֶ֥פֶס לְ֝אֹ֗ם מְחִתַּ֥ת רָזֽוֹן,ברב־עם הדרת־מלך ובאפס לאם מחתת רזון
Yoma,70,a,23,Numbers,28,23,מִלְּבַד֙ עֹלַ֣ת הַבֹּ֔קֶר אֲשֶׁ֖ר לְעֹלַ֣ת הַתָּמִ֑יד תַּעֲשׂ֖וּ אֶת־אֵֽלֶּה,מלבד עלת הבקר אשר לעלת התמיד תעשו את־אלה
Yoma,70,b,1,Numbers,29,11,שְׂעִיר־עִזִּ֥ים אֶחָ֖ד חַטָּ֑את מִלְּבַ֞ד חַטַּ֤את הַכִּפֻּרִים֙ וְעֹלַ֣ת הַתָּמִ֔יד וּמִנְחָתָ֖הּ וְנִסְכֵּיהֶֽם,שעיר־עזים אחד חטאת מלבד חטאת הכפרים ועלת התמיד ומנחתה ונסכיהם
Yoma,70,b,3,Numbers,28,23,מִלְּבַד֙ עֹלַ֣ת הַבֹּ֔קֶר אֲשֶׁ֖ר לְעֹלַ֣ת הַתָּמִ֑יד תַּעֲשׂ֖וּ אֶת־אֵֽלֶּה,מלבד עלת הבקר אשר לעלת התמיד תעשו את־אלה
Yoma,70,b,6,Leviticus,16,24,וְרָחַ֨ץ אֶת־בְּשָׂר֤וֹ בַמַּ֙יִם֙ בְּמָק֣וֹם קָד֔וֹשׁ וְלָבַ֖שׁ אֶת־בְּגָדָ֑יו וְיָצָ֗א וְעָשָׂ֤ה אֶת־עֹֽלָתוֹ֙ וְאֶת־עֹלַ֣ת הָעָ֔ם וְכִפֶּ֥ר בַּעֲד֖וֹ וּבְעַ֥ד הָעָֽם,ורחץ את־בשרו במים במקום קדוש ולבש את־בגדיו ויצא ועשה את־עלתו ואת־עלת העם וכפר בעדו ובעד העם
Yoma,70,b,6,Numbers,28,23,מִלְּבַד֙ עֹלַ֣ת הַבֹּ֔קֶר אֲשֶׁ֖ר לְעֹלַ֣ת הַתָּמִ֑יד תַּעֲשׂ֖וּ אֶת־אֵֽלֶּה,מלבד עלת הבקר אשר לעלת התמיד תעשו את־אלה
Yoma,70,b,9,Leviticus,16,3,בְּזֹ֛את יָבֹ֥א אַהֲרֹ֖ן אֶל־הַקֹּ֑דֶשׁ בְּפַ֧ר בֶּן־בָּקָ֛ר לְחַטָּ֖את וְאַ֥יִל לְעֹלָֽה,בזאת יבא אהרן אל־הקדש בפר בן־בקר לחטאת ואיל לעלה
Yoma,70,b,9,Leviticus,16,5,וּמֵאֵ֗ת עֲדַת֙ בְּנֵ֣י יִשְׂרָאֵ֔ל יִקַּ֛ח שְׁנֵֽי־שְׂעִירֵ֥י עִזִּ֖ים לְחַטָּ֑את וְאַ֥יִל אֶחָ֖ד לְעֹלָֽה,ומאת עדת בני ישראל יקח שני־שעירי עזים לחטאת ואיל אחד לעלה
Yoma,70,b,9,Numbers,29,8,וְהִקְרַבְתֶּ֨ם עֹלָ֤ה לַֽיהוָה֙ רֵ֣יחַ נִיחֹ֔חַ פַּ֧ר בֶּן־בָּקָ֛ר אֶחָ֖ד אַ֣יִל אֶחָ֑ד כְּבָשִׂ֤ים בְּנֵֽי־שָׁנָה֙ שִׁבְעָ֔ה תְּמִימִ֖ם יִהְי֥וּ לָכֶֽם,והקרבתם עלה ליהוה ריח ניחח פר בן־בקר אחד איל אחד כבשים בני־שנה שבעה תמימם יהיו לכם
Yoma,70,b,11,Deuteronomy,12,11,וְהָיָ֣ה הַמָּק֗וֹם אֲשֶׁר־יִבְחַר֩ יְהוָ֨ה אֱלֹהֵיכֶ֥ם בּוֹ֙ לְשַׁכֵּ֤ן שְׁמוֹ֙ שָׁ֔ם שָׁ֣מָּה תָבִ֔יאוּ אֵ֛ת כָּל־אֲשֶׁ֥ר אָנֹכִ֖י מְצַוֶּ֣ה אֶתְכֶ֑ם עוֹלֹתֵיכֶ֣ם וְזִבְחֵיכֶ֗ם מַעְשְׂרֹֽתֵיכֶם֙ וּתְרֻמַ֣ת יֶדְכֶ֔ם וְכֹל֙ מִבְחַ֣ר נִדְרֵיכֶ֔ם אֲשֶׁ֥ר תִּדְּר֖וּ לַֽיהוָֽה,והיה המקום אשר־יבחר יהוה אלהיכם בו לשכן שמו שם שמה תביאו את כל־אשר אנכי מצוה אתכם עולתיכם וזבחיכם מעשרתיכם ותרמת ידכם וכל מבחר נדריכם אשר תדרו ליהוה
Yoma,70,b,12,Leviticus,16,23,וּבָ֤א אַהֲרֹן֙ אֶל־אֹ֣הֶל מוֹעֵ֔ד וּפָשַׁט֙ אֶת־בִּגְדֵ֣י הַבָּ֔ד אֲשֶׁ֥ר לָבַ֖שׁ בְּבֹא֣וֹ אֶל־הַקֹּ֑דֶשׁ וְהִנִּיחָ֖ם שָֽׁם,ובא אהרן אל־אהל מועד ופשט את־בגדי הבד אשר לבש בבאו אל־הקדש והניחם שם
Yoma,71,a,1,Leviticus,16,23,וּבָ֤א אַהֲרֹן֙ אֶל־אֹ֣הֶל מוֹעֵ֔ד וּפָשַׁט֙ אֶת־בִּגְדֵ֣י הַבָּ֔ד אֲשֶׁ֥ר לָבַ֖שׁ בְּבֹא֣וֹ אֶל־הַקֹּ֑דֶשׁ וְהִנִּיחָ֖ם שָֽׁם,ובא אהרן אל־אהל מועד ופשט את־בגדי הבד אשר לבש בבאו אל־הקדש והניחם שם
Yoma,71,a,1,Leviticus,16,24,וְרָחַ֨ץ אֶת־בְּשָׂר֤וֹ בַמַּ֙יִם֙ בְּמָק֣וֹם קָד֔וֹשׁ וְלָבַ֖שׁ אֶת־בְּגָדָ֑יו וְיָצָ֗א וְעָשָׂ֤ה אֶת־עֹֽלָתוֹ֙ וְאֶת־עֹלַ֣ת הָעָ֔ם וְכִפֶּ֥ר בַּעֲד֖וֹ וּבְעַ֥ד הָעָֽם,ורחץ את־בשרו במים במקום קדוש ולבש את־בגדיו ויצא ועשה את־עלתו ואת־עלת העם וכפר בעדו ובעד העם
Yoma,71,a,5,Leviticus,16,24,וְרָחַ֨ץ אֶת־בְּשָׂר֤וֹ בַמַּ֙יִם֙ בְּמָק֣וֹם קָד֔וֹשׁ וְלָבַ֖שׁ אֶת־בְּגָדָ֑יו וְיָצָ֗א וְעָשָׂ֤ה אֶת־עֹֽלָתוֹ֙ וְאֶת־עֹלַ֣ת הָעָ֔ם וְכִפֶּ֥ר בַּעֲד֖וֹ וּבְעַ֥ד הָעָֽם,ורחץ את־בשרו במים במקום קדוש ולבש את־בגדיו ויצא ועשה את־עלתו ואת־עלת העם וכפר בעדו ובעד העם
